,hokkaido,tokyo,nagoya,osaka,fukuoka,latitude,longitude,address
0,848.4178784003539,18.709828895545545,296.1072782949708,458.44231900133684,1038.2032911194256,35.6634009,139.5254355,東京都調布市西町376-3
1,867.2810167175024,26.23825571891057,301.5499524854478,462.3076599381888,1042.1433681117207,35.4707796,139.6029698,神奈川県横浜市神奈川区三ツ沢西町3-1
2,1405.9899026915725,795.8944943813026,483.2341151249679,319.5705273509949,265.11501819675595,33.7676604,132.7968362,愛媛県松山市上野町乙46
3,1606.8227721863805,1052.8067693924188,738.4152523813318,575.7798427510857,5.207565584123766,33.5859116,130.4601782,福岡県福岡市博多区東平尾公園2-1-1
4,537.2683986417509,304.0041163679757,521.5305049212417,675.5014352414343,1225.8551429053969,38.336331,140.3762032,山形県天童市山王1-1
5,856.2693853685544,204.77677509111058,157.9482592102778,313.9506220860862,881.499541212425,36.17933560000001,137.9164237,長野県松本市神林5300
6,852.9715048909358,296.15056182905295,163.59953582556494,284.83643057255824,825.0458052993448,36.6226052,137.1971531,富山県富山市南中田368
7,755.1221990953826,108.31103604150805,410.7146589714551,574.3670905615393,1152.2272677630685,36.3454214,140.4117326,茨城県水戸市小吹町2058-1
8,844.3721781018555,49.58286393113947,360.4193921727199,521.4006807960309,1101.2410236835974,35.578201,140.1234814,千葉県千葉市中央区川崎町1-20
9,1561.9487326693204,1016.4287324591744,701.6858546706407,539.9849372637117,46.88614063363792,33.8907253,130.7294251,福岡県北九州市八幡西区御開4-16-1
10,740.0813337483156,101.81900441958126,375.0339725283228,538.3647074841234,1113.3168545720432,36.5565798,139.9858451,栃木県宇都宮市清原工業団地32
11,1247.2248349095544,652.0418071938775,337.2491176746636,178.42621534296305,406.7712174618397,34.6792231,133.9153905,岡山県岡山市北区いずみ町2-1
12,783.2467270187826,107.34510646166737,275.1336873433913,437.1656649002584,1009.5159847860363,36.4126918,139.0522476,群馬県前橋市敷島町66
13,1539.0457139686262,935.1255453964465,623.6960960502978,460.0553819725379,145.12592703417383,33.2007248,131.6585636,大分県大分市大字横尾1351
14,1095.4929200371623,448.83579385898963,134.05489197128168,40.478961299951806,608.9210137965814,34.9933731,135.715662,京都府京都市右京区西京極新明町29
15,888.0703405320227,54.71651491455361,271.5189327154496,431.31971993521125,1011.0151921565487,35.3420762,139.3431322,神奈川県平塚市大原1-1
16,989.9849867224136,326.478828555618,32.9683203506856,162.00256024050816,734.7645731463438,35.4413183,136.7660782,岐阜県岐阜市長良福光大野2675-28
17,1241.8529225965249,589.2649008708746,278.53701104494127,115.93542013580709,470.88064670074266,34.1679659,134.6153904,徳島県鳴門市撫養町立岩字四枚61
18,1635.4040131648958,1038.3891011515136,727.3537252519194,563.7364463611439,95.44012532264303,32.837431,130.7993793,熊本県熊本市東区平山町2776
19,1123.2785050974135,471.6774709345703,157.23538571905104,13.99819261158246,585.2581567430013,34.8103663,135.54186,大阪府吹田市千里万博公園5-2
20,1161.3500308561345,515.7704288839112,201.72939697069293,39.09596100124215,541.1081520147574,34.6567552,135.1696527,兵庫県神戸市兵庫区御崎町1-2-2
21,1005.5911545437624,228.4336983155829,119.48169642422677,262.3338046036021,838.8487834849418,34.7228006,137.8789436,静岡県磐田市新貝2500
22,883.6008017994658,122.92716378906334,193.3076141762185,356.6611104428113,935.7037275538437,35.62127760000001,138.5882628,山梨県甲府市小瀬町840
23,1383.7239296667774,823.1749883516466,508.39646374862554,348.5753885584714,238.5553583973036,34.4399378,132.394889,広島県広島市安佐南区大塚西5-1-1
24,817.5210607832754,23.950344759141924,322.5939991767648,485.8307561015058,1064.9945005431837,35.9034227,139.7162571,埼玉県さいたま市緑区中野田500
25,1142.9294573765708,479.35871961304207,166.8892924092039,8.249503485455849,577.9511102332802,34.6122445,135.5174433,大阪府大阪市東住吉区長居公園1-1
26,1160.2101322948004,608.8558005961539,300.2295658079881,168.01647607084482,470.3354553797121,35.4582068,134.2209829,鳥取県鳥取市蔵田423
27,791.173918989647,110.72111264980322,424.8621483028488,587.5722159607748,1167.2074002084312,35.9919935,140.6403308,茨城県鹿嶋市神向寺後山26-2
28,630.6151896487324,253.79549447061797,384.03788298634777,530.1360124077776,1071.9246433662568,37.8821496,139.057993,新潟県新潟市中央区清五郎67-12
29,853.5282960150512,12.309217721665622,308.4451602189208,470.089913067865,1049.9664628317396,35.5866165,139.6506615,神奈川県川崎市中原区等々力1-1
30,530.7468678551768,320.9263670278069,563.1400508751226,720.0963516211932,1276.01002958607,38.31909539999999,140.8811375,宮城県仙台市泉区七北田字柳78
31,818.2647278582002,26.20416197075699,313.6695467769613,477.0212276795537,1056.0162869695766,35.9168106,139.6297176,埼玉県さいたま市大宮区高鼻町4
32,954.2465094819859,155.7473989248297,176.39288431724447,330.91515915148113,909.5667901886467,34.985127,138.4809596,静岡県静岡市清水区村松3880-1
33,1617.5264697610692,1051.8468730475963,738.0323064994042,574.8155097933065,28.38414784334468,33.3725028,130.5203189,佐賀県鳥栖市京町812
34,817.5663747599418,36.211855934975794,349.25887007498886,512.0298670197113,1091.615819688477,35.8488404,139.9756535,千葉県柏市日立台1-2-50
35,862.8447462751119,22.024874801730174,302.34222682679535,463.45001200356285,1043.3197698246702,35.5110915,139.6054998,神奈川県横浜市港北区小机町3300
36,1697.0694465816614,1119.063701741714,806.7288455297521,643.0684829744675,95.2285568420759,32.8378824,130.0401237,長崎県諫早市宇都町27-1
37,9.56356583454174,835.8722241249735,1004.1696389634038,1133.6695710073843,1608.4048871804737,43.0072809,141.4113189,北海道札幌市豊平区羊ヶ丘1
38,1002.604910599668,288.32285418831293,31.194582165485656,188.76617166119314,768.5914081677865,35.0843699,137.1703056,愛知県豊田市千石町7-2
39,13.895610935045637,838.4425423403617,1008.1546310068527,1138.0437461188856,1613.6143771844847,43.0186814,141.4631858,北海道札幌市厚別区上野幌3条1-2-1
40,858.4876525687173,30.155179058140053,285.2366324455101,447.2133582006229,1027.0513853887105,35.5919093,139.4386228,東京都町田市野津田町2035
41,1010.8666107612062,312.0288691405347,7.632232332266606,165.53455011077148,744.9107292722126,35.1223167,136.9434324,愛知県名古屋市瑞穂区山下通5-1
42,842.1656733545035,2.9517695799594854,317.1173644106049,479.288954620785,1059.099257978021,35.6768092,139.7150184,東京都新宿区霞ヶ丘町10
43,1291.7976862767,675.6860213575719,361.8116004560841,198.59837089993235,381.4342762736315,34.2613622,133.7852714,香川県丸亀市金倉町830
44,848.9663287991774,7.826647230447995,310.17418971608777,472.0895595621842,1051.9427434355187,35.6264719,139.6602167,東京都世田谷区駒沢公園1-1
45,1643.414288420359,1046.0558867025884,735.151229707983,571.5493003216618,97.14633929482697,32.7945155,130.7407644,熊本県熊本市中央区水前寺5-23-3
46,999.5404306256576,218.49101846418532,127.64899754160348,272.3688489443472,849.0881107141008,34.7446525,137.9687789,静岡県袋井市愛野2300-1
47,989.6676114013568,326.5533566626273,33.406106779259986,162.13414652122535,734.7788867231828,35.445248,136.765075,岐阜県岐阜市長良福光青襖2070-7
48,832.4221931429003,8.926353452810613,318.35627393558866,481.04382824127555,1060.6697713969402,35.767874,139.708771,東京都北区西が丘3-15-1
49,797.6150171725417,61.729523212327656,298.9218735570562,462.54162817252495,1039.3275015825832,36.166373,139.407552,埼玉県熊谷市上川上300 熊谷スポーツ文化公園内
50,1165.3243846164878,525.3630940277401,211.0071354045894,49.41563336927856,531.528415415396,34.6820321,135.0756159,兵庫県神戸市須磨区緑台
51,1755.0187210457348,1114.0462842682034,812.0734303415594,651.5435588539426,227.5536918505711,31.5649599,130.5611608,鹿児島県鹿児島市与次郎2-2-2
52,1643.764332117509,1079.2680617700032,765.558244765912,602.2789673211913,39.34842674574381,33.2763806,130.290322,佐賀県佐賀市日の出2-1-10
53,1206.3419674183585,634.5549705138285,321.4560940945858,172.76664852815202,432.54984430232525,35.0817839,134.0174243,岡山県津山市志戸部245
54,604.3280662309011,238.38598842037533,477.41827320906094,635.9100749953766,1197.0996287011105,37.7248356,140.3649354,福島県福島市佐原字神事場1
55,528.0618438939448,326.10689180214246,570.7033853964367,727.8874310473581,1284.1793419755297,38.3367298,140.9537626,宮城県宮城郡利府町菅谷字舘40-1
56,1720.100770418436,1144.6966019122603,832.3278582180881,668.6721413310147,113.97072728968762,32.7752567,129.8182539,長崎県長崎市柿泊町2210
57,1011.3732548841008,345.7814670555961,36.74784809811922,139.37225352111537,713.6580060652798,35.3144948,136.6046695,岐阜県大垣市浅中2-11-1
